0.00266,-0.00558,-0.00596,-0.00396,-0.01007,0.0063,-0.00384,0.0014,0.00029,-0.00771,-0.01414,-0.00365,-0.00302,0.01133,0.01205,-0.00074,0.01093,-0.00611
0.00944,-0.00684,-0.0075,-0.0045,0.0011,-0.00223,0.00216,0.00796,0.00085,-0.01362,-0.00622,-0.0017,0.00429,-0.01599,-0.00317,-0.00974,-0.0067,-0.01058
-0.00586,0.01024,-0.00637,-0.01256,-0.00144,0.00476,0.0064,0.00092,-0.0178,-0.01205,0.00133,0.00538,-0.00179,0.00305,-0.01917,0.00975,0.0152,-0.00717
0.00443,0.00769,-0.0164,0.00913,-0.00522,-0.00425,-0.0186,0.01564,-0.01378,-0.01705,-0.00282,0.00564,-0.00101,0.01111,0.00427,-0.01212,0.00563,-0.00868
-0.00908,-0.0079,-0.01308,-0.00806,0.00209,-0.0087,0.00888,0.0088,-0.0073,0.00049,-0.01198,-0.00328,-0.003,-0.00099,-0.0184,-0.01405,0.00428,-0.00818
0.01411,-0.00148,-0.0016,0.00732,-0.00969,0.00235,0.01314,0.00953,-0.00132,-0.00822,-0.00113,0.01207,-0.00454,0.01342,0.00133,-0.00471,0.01839,-0.00579
-0.00252,-0.00964,0.0014,-0.00565,0.00762,-0.00501,0.00206,-0.00927,0.00582,-0.00816,0.00431,0.014,0.00149,-0.00372,-0.00739,-0.00814,0.00714,-0.00784
0.02215,-0.00265,0.01111,0.01057,-0.00182,0.00129,-0.00853,-0.01226,0.00416,0.00627,-0.01882,-0.00378,-0.01333,-0.00717,-0.01454,-3.0e-5,-0.00366,-0.01392
-0.01778,-0.0125,-0.0171,-0.00717,0.00603,0.0059,0.00442,0.01995,-0.00849,-0.00581,0.00807,0.0203,0.00114,-0.00648,0.00077,-0.01692,-0.00692,-0.00519
0.0089,-0.00034,0.01668,-0.00346,-0.00421,0.00686,0.01798,-0.01151,0.00315,0.00573,-0.00102,0.00607,0.00258,-0.00503,-0.0119,-0.00346,0.01142,-0.00894
-0.00496,-0.00645,0.00058,-0.00366,-0.00235,0.00266,0.00651,0.00443,-0.00702,-0.00443,-0.01216,0.00698,-0.00293,0.00309,-0.00201,-0.00396,-0.001,-0.00691
0.01029,0.00082,-0.00638,0.00396,-0.00275,-0.00834,0.00118,-0.00635,0.00508,-0.00511,0.00687,-0.00772,-0.00491,-0.01767,-0.01421,-2.0e-5,-0.01939,-0.01546
0.00762,0.00049,-0.01245,0.0048,-0.00947,-0.00598,0.00719,-0.00468,0.00163,-0.00206,0.00578,-0.00095,-0.00203,-0.00214,-0.00734,-0.01293,-0.0174,-0.01296
-0.0024,0.00108,-0.00339,-0.01683,-0.00247,-0.00056,0.00599,0.00117,0.00191,-0.01775,0.00431,-0.00493,-0.01214,0.00749,-0.01589,-0.01052,-0.01204,-0.01247
-0.00637,-0.01086,-0.01278,0.00932,-0.00538,-0.00609,0.00291,0.00051,-0.01001,0.00552,-0.00015,0.0027,-0.01868,-0.01423,-0.01607,-0.01339,-0.00525,-0.00961
0.0045,0.00741,0.00665,-0.02298,0.00963,0.01306,0.01188,0.02487,0.00147,-0.01375,0.00445,-0.02762,0.00332,0.02023,-0.0127,-0.00758,-0.01743,-0.01458
-0.01431,-0.00885,0.00151,0.01062,-0.00714,-0.00414,-0.01122,0.00085,-0.00113,-0.00046,0.01475,0.00164,0.00279,0.0009,-0.00785,0.00621,-0.00371,-0.01146
-0.00343,-0.01172,-0.00562,-0.00322,0.0029,0.01692,-0.00674,-0.00295,-0.0064,-0.01745,0.00342,-0.01016,-0.0007,0.02016,-0.00927,-0.01029,-0.02701,-0.015
0.02743,0.0136,-0.0133,-0.0079,-0.0508,0.02689,-0.0499,0.0043,0.03054,0.01714,-0.01275,-0.009,-0.01237,-0.02209,-0.00658,0.01185,0.00795,-0.01506
0.01106,0.00705,-0.01468,-0.01665,-0.01068,0.01079,0.00394,0.00958,-0.00327,-0.0068,0.00107,-0.01543,-0.00574,0.00429,-0.02486,-0.01208,-0.02932,-0.01908
0.00914,0.00293,0.00173,0.0016,0.02747,0.00808,-0.01026,-0.01277,0.02036,-0.01088,-0.00919,0.03006,-0.00686,-0.02008,0.00245,-0.02016,-0.0373,-0.0202
-0.00213,-0.00339,-0.0031,0.0033,-0.00192,-0.00492,-0.00219,0.00147,-0.00205,0.00135,0.00366,0.00175,-0.00146,-0.00205,0.00107,-0.00049,-0.00039,-0.0014
-0.00449,0.00238,-0.0048,-0.00827,-0.02253,0.00205,-0.01372,0.00551,0.01067,0.01145,0.00333,0.00397,-0.00389,-0.01624,0.00388,0.00731,-0.0004,-0.01087
0.00845,-0.00135,-0.00076,-0.00834,0.00047,0.0023,-0.00569,-0.00063,0.01109,0.00604,0.0018,6.0e-5,-0.01548,-0.01727,-0.00149,0.00235,-0.00594,-0.01237
0.00086,-0.00248,-0.00743,-0.00409,-0.00448,0.0049,0.00347,0.00449,-0.01655,0.00365,0.00397,0.01133,-0.00734,-0.00124,-0.00129,0.00964,0.0013,-0.0081
-0.00736,0.00038,-0.00348,0.00781,-0.01106,-0.0106,-0.00262,0.01513,-0.00307,-0.00955,0.00433,-0.01639,-0.00814,-0.00751,-0.0043,-0.0038,0.01872,-0.00751
0.00035,-0.00407,0.00632,-0.00419,-0.01597,-0.0018,-0.00184,0.00309,-0.01809,-0.00384,0.00858,0.00785,-0.00761,0.00625,0.00108,-0.002,0.0038,-0.00812
-0.00389,-0.014,0.00013,-0.00244,-0.00402,0.00196,0.00617,0.00305,-0.00334,-0.01596,-0.00148,-0.00426,0.01934,0.00362,0.00744,0.01557,0.01929,-0.00476
-0.00594,-0.0032,-0.00308,5.0e-5,-0.00661,-0.00516,0.02515,0.00726,0.00991,-0.00062,0.00882,0.00577,0.00641,0.00805,-0.00321,0.00215,0.01829,-0.00444
-0.01818,-0.00736,-0.00683,-0.02238,0.02385,0.02291,0.01088,0.02214,-0.02486,0.00184,0.00429,0.00234,-0.01099,-0.00493,0.01489,-0.00085,-0.0135,-0.00869
0.00058,-0.00945,-0.01349,-0.0045,-0.00284,0.00027,-0.00309,0.00909,-0.00596,0.00421,0.01035,-0.00446,-0.00621,-0.01016,-0.00298,0.00372,0.01813,-0.00665
-0.0022,0.01004,-0.00594,0.00108,-0.00277,-0.00256,-0.00246,-0.01256,0.00359,-0.00491,-0.01372,0.00473,0.00761,-0.00844,-0.00295,-0.00408,-0.00338,-0.01046
0.00433,0.00394,-0.00189,0.00049,-0.00168,-0.00219,0.00152,0.00602,-0.00132,0.00099,0.00157,0.0041,-0.00106,0.00295,0.00519,-0.00118,0.00049,-0.00342
-0.00363,-2.0e-5,0.00153,-0.00544,-0.0095,-0.01216,0.00087,-0.00158,-0.01572,0.00368,0.00372,-0.00093,-0.00656,-0.00813,0.007,-0.01134,-0.00177,-0.00744
-0.02035,-0.00166,0.01132,-0.00263,-0.00789,0.01219,0.00414,0.00264,0.01434,0.00065,0.00745,-0.00725,0.01687,0.00414,-0.00795,-0.00855,0.01091,-0.00744
0.0083,0.0104,-0.00199,0.0112,0.01408,-0.0054,-0.01323,-0.03229,-0.00371,-0.00053,0.0064,-0.00402,-0.00178,0.00196,0.01106,0.00697,0.01705,-0.0098
0.00521,-0.00283,0.01893,0.00857,-0.02192,-0.00428,0.01919,-0.00329,-0.00041,0.00274,-0.00664,0.00479,-0.00349,0.01936,-0.00126,-0.01328,0.00031,-0.00814
