1500,1200,1000,0.2429226814,21.006137676982572,0.10896856775,9.422787215373223,0.64859516125,56.085661393667664,1.1564366812
500,500,500,0.037026255550000005,15.058448663512664,0.02906950305,11.822465243916618,0.14253578775,57.96880647702201,0.24588359914999997
650,310,230,0.023799223949999997,39.278405962248456,0.0073254769,12.090018403531742,0.0205902025,33.982214476363346,0.060591114550000005
430,610,210,0.02502541885000001,37.63044497598512,0.0058637764,8.817295586310639,0.02716453755,40.84701405800272,0.066503117
1500,1000,1200,0.37758324320000003,25.098656223339386,0.13880680624999997,9.226745027143796,0.81075320995,53.89226472565018,1.5043962507000002
720,220,540,0.07391933555,58.70282819700882,0.006771317850000002,5.37742263858714,0.03054738970000001,24.25912186687908,0.12592125085
440,180,440,0.036693458899999996,46.326718134401226,0.005397773400000001,6.814869307814658,0.02681536705,33.85529705393514,0.07920582415
370,290,350,0.02984401115,27.989806792191605,0.01203891745,11.290941144573459,0.05118196255,48.002034170922315,0.10662457005
1000,1500,1200,0.31758218739999994,10.905879129360878,0.24949282070000006,8.567667376037182,2.04694616795,70.29281986729944,2.9120273903
250,300,300,0.018617207,18.494767542279103,0.013838392449999997,13.747381737850372,0.053955499649999995,53.600651464759,0.10066202215
360,660,600,0.0628704716,12.902291641389098,0.04492681575,9.219890746381056,0.32414296080000005,66.5206878095846,0.4872814329999999
130,520,480,0.033790112500000004,10.521372748624856,0.02470209975,7.691599107385714,0.22302338270000002,69.4437504771821,0.32115688044999996
1300,1200,1500,0.44855298234999996,19.799718637111603,0.1925321842,8.498623854370065,1.38546221955,61.15612471401093,2.2654512953999997
260,600,770,0.08162536199999999,15.599214251885142,0.0242913113,4.642250400407885,0.36773550215,70.27699167891494,0.5232658561
370,500,700,0.06612194005000001,22.501850943287064,0.01731485195,5.892389385268548,0.17346957255,59.03315089914426,0.2938511157
220,220,400,0.0213968712,34.55778486292272,0.0043743538,7.064957120212441,0.026607702150000002,42.973724429225264,0.06191621159999999
