0.0033793
0.0096366
0.021133
0.037412
0.05852
0.088229
0.12224
0.16204
0.22027
0.29134
0.38292
0.49317
0.62232
0.75854
0.95955
1.1489
1.4341
1.7546
2.2217
2.7531
